"","Created.Date","Agency","Agency.Name","Complaint.Type","Descriptor","Incident.Zip","Borough","Latitude","Longitude","year","month"
"1285057","08/26/2015 05:04:07 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10036","MANHATTAN",40.7604137226515,-73.9933328413812,2015,8
"1285081","08/26/2015 04:58:51 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10014","MANHATTAN",40.7362738193481,-74.0028326060504,2015,8
"1285131","08/26/2015 04:49:13 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10009","MANHATTAN",40.7312660651587,-73.9823164852768,2015,8
"1285611","08/26/2015 03:31:05 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10023","MANHATTAN",40.7738754983066,-73.9822257406038,2015,8
"1285776","08/26/2015 03:11:29 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10009","MANHATTAN",40.7247285554406,-73.9859404414363,2015,8
"1285800","08/26/2015 03:09:28 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10023","MANHATTAN",40.7787940406398,-73.9820547238863,2015,8
"1286039","08/26/2015 02:37:53 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10018","MANHATTAN",40.7541578979052,-73.9869051543433,2015,8
"1286310","08/26/2015 01:54:44 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10013","MANHATTAN",40.7180459196267,-74.0012698148277,2015,8
"1286407","08/26/2015 01:42:09 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10011","MANHATTAN",40.7391366285531,-73.9992494173583,2015,8
"1286456","08/26/2015 01:38:32 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10004","MANHATTAN",40.7035643233127,-74.0073791953456,2015,8
"1286564","08/26/2015 01:19:20 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10017","MANHATTAN",40.7544657144776,-73.9733445746469,2015,8
"1286813","08/26/2015 12:38:14 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10028","MANHATTAN",40.7789262062259,-73.9539199039672,2015,8
"1286854","08/26/2015 12:31:02 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10019","MANHATTAN",40.7671645280499,-73.9817004586274,2015,8
"1286893","08/26/2015 12:23:31 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10123","MANHATTAN",40.7513585978818,-73.9903669585612,2015,8
"1287045","08/26/2015 12:04:08 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10001","MANHATTAN",40.7516220771368,-73.9901720211358,2015,8
"1287048","08/26/2015 12:03:39 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10018","MANHATTAN",40.7520447422161,-73.9898723893974,2015,8
"1287066","08/26/2015 12:00:56 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10018","MANHATTAN",40.7536997092263,-73.9886377368943,2015,8
"1287153","08/26/2015 11:50:24 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10003","MANHATTAN",40.7330430462163,-73.9926752719877,2015,8
"1287207","08/26/2015 11:43:57 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10019","MANHATTAN",40.7669833797423,-73.9817293890353,2015,8
"1287311","08/26/2015 11:27:23 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10003","MANHATTAN",40.7339649697648,-73.9887782170784,2015,8
"1287318","08/26/2015 11:26:04 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10009","MANHATTAN",40.7349628334185,-73.9797896630879,2015,8
"1287545","08/26/2015 10:57:40 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10011","MANHATTAN",40.7368227711597,-73.9972178888436,2015,8
"1288122","08/26/2015 09:39:17 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10010","MANHATTAN",40.7431790184465,-73.9721148842913,2015,8
"1288303","08/26/2015 09:09:37 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10028","MANHATTAN",40.7743825389112,-73.951182693085,2015,8
"1288307","08/26/2015 09:09:07 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10001","MANHATTAN",40.748385896219,-73.9888190967698,2015,8
"1288356","08/26/2015 09:01:59 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10001","MANHATTAN",40.7455947082274,-73.9913999431617,2015,8
"1288362","08/26/2015 09:00:33 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10011","MANHATTAN",40.7386864178121,-73.9958754319096,2015,8
"1288450","08/26/2015 08:41:08 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10014","MANHATTAN",40.7412032730937,-74.0059904126645,2015,8
"1288500","08/26/2015 08:29:06 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10036","MANHATTAN",40.7571291459886,-73.9782380521998,2015,8
"1288517","08/26/2015 08:24:08 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10018","MANHATTAN",40.753644393742,-73.9849670309284,2015,8
"1288526","08/26/2015 08:22:13 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10018","MANHATTAN",40.7533588856984,-73.9845556304988,2015,8
"1288546","08/26/2015 08:16:41 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10023","MANHATTAN",40.7699063372485,-73.9805624803491,2015,8
"1288552","08/26/2015 08:15:02 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.7514314243843,-73.9803007875649,2015,8
"1288574","08/26/2015 08:08:32 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10029","MANHATTAN",40.7917190282752,-73.9529756913578,2015,8
"1288826","08/26/2015 06:13:31 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10028","MANHATTAN",40.7736371961205,-73.947720827021,2015,8
"1288841","08/26/2015 05:55:24 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10026","MANHATTAN",40.7993519003477,-73.9524393596112,2015,8
"1289123","08/26/2015 12:14:34 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10036","MANHATTAN",40.7552171415954,-73.9850316459397,2015,8
"1289362","08/25/2015 11:30:13 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10011","MANHATTAN",40.7430122174666,-74.00070732094,2015,8
"1289592","08/25/2015 10:22:42 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10011","MANHATTAN",40.7386864178121,-73.9958754319096,2015,8
"1289783","08/25/2015 09:15:24 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10009","MANHATTAN",40.7310985768738,-73.9819412836649,2015,8
"1289846","08/25/2015 09:00:19 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10026","MANHATTAN",40.8019558603543,-73.9574509222841,2015,8
"1290147","08/25/2015 07:58:44 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10003","MANHATTAN",40.7355873483654,-73.9914481437123,2015,8
"1290197","08/25/2015 07:45:29 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10029","MANHATTAN",40.7959720479011,-73.9498630549251,2015,8
"1290337","08/25/2015 07:11:25 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10028","MANHATTAN",40.7796680838936,-73.9559630849106,2015,8
"1290342","08/25/2015 07:10:29 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10023","MANHATTAN",40.7776879571379,-73.9823474853955,2015,8
"1290348","08/25/2015 07:08:31 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10019","MANHATTAN",40.7658717898043,-73.9819210249843,2015,8
"1290385","08/25/2015 06:57:15 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10022","MANHATTAN",40.7628620449969,-73.9740343067358,2015,8
"1290432","08/25/2015 06:45:53 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.7439570352883,-73.9778850804321,2015,8
"1290444","08/25/2015 06:40:41 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10023","MANHATTAN",40.7774876907033,-73.9830082872064,2015,8
"1290482","08/25/2015 06:26:15 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10016","MANHATTAN",40.7451917090705,-73.9755894111468,2015,8
"1290521","08/25/2015 06:14:43 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10017","MANHATTAN",40.752150079921,-73.9777307709328,2015,8
"1290570","08/25/2015 06:05:25 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10001","MANHATTAN",40.7479389361307,-73.9949942515489,2015,8
"1290645","08/25/2015 05:47:23 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10075","MANHATTAN",40.7735414171313,-73.9548948371028,2015,8
"1291066","08/25/2015 04:24:22 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10017","MANHATTAN",40.7502034653284,-73.9748693498492,2015,8
"1291071","08/25/2015 04:23:18 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10017","MANHATTAN",40.7507138617094,-73.9742952948753,2015,8
"1291295","08/25/2015 03:51:48 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10003","MANHATTAN",40.7345334209513,-73.9922673678699,2015,8
"1291412","08/25/2015 03:36:25 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10028","MANHATTAN",40.7792834865262,-73.9550967600943,2015,8
"1291429","08/25/2015 03:33:54 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10017","MANHATTAN",40.7521363582801,-73.977741603344,2015,8
"1291720","08/25/2015 02:57:21 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10030","MANHATTAN",40.8165203093149,-73.9465418926578,2015,8
"1292138","08/25/2015 01:58:58 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10019","MANHATTAN",40.7598656838374,-73.9783851555529,2015,8
"1292209","08/25/2015 01:52:01 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10018","MANHATTAN",40.7551599334577,-73.9888360069333,2015,8
"1293164","08/25/2015 11:56:34 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10025","MANHATTAN",40.8049257937649,-73.966157887058,2015,8
"1293502","08/25/2015 11:18:24 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10028","MANHATTAN",40.7777435570171,-73.9547583961928,2015,8
"1293592","08/25/2015 11:06:48 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10025","MANHATTAN",40.8018006924825,-73.9610774372067,2015,8
"1293771","08/25/2015 10:42:33 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10014","MANHATTAN",40.7322333191933,-74.0076998914474,2015,8
"1293886","08/25/2015 10:26:57 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10017","MANHATTAN",40.7516807177328,-73.9776767890877,2015,8
"1294004","08/25/2015 10:12:27 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10007","MANHATTAN",40.71392022131,-74.0087186149747,2015,8
"1294066","08/25/2015 10:01:31 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10018","MANHATTAN",40.7517538166368,-73.9900745518449,2015,8
"1294443","08/25/2015 09:10:21 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10024","MANHATTAN",40.7831914545769,-73.9844512148622,2015,8
"1294559","08/25/2015 08:50:43 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10001","MANHATTAN",40.7487567185367,-73.9922404532858,2015,8
"1294597","08/25/2015 08:41:02 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10018","MANHATTAN",40.7517483255864,-73.9900565063951,2015,8
"1294706","08/25/2015 08:17:14 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10010","MANHATTAN",40.7418041129123,-73.9902059478255,2015,8
"1294763","08/25/2015 08:05:57 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10018","MANHATTAN",40.7550912989611,-73.9886735938733,2015,8
"1295168","08/25/2015 01:30:43 AM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10036","MANHATTAN",40.7552391056476,-73.9850785637601,2015,8
"1295206","08/25/2015 12:53:50 AM","NYPD","New York City Police Department","Homeless Encampment","N/A","10017","MANHATTAN",40.7576421813402,-73.977043115908,2015,8
"1295569","08/24/2015 10:41:42 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10018","MANHATTAN",40.7542817755706,-73.9906408495395,2015,8
"1295821","08/24/2015 09:08:55 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10032","MANHATTAN",40.8331908618882,-73.9447288894218,2015,8
"1295882","08/24/2015 08:48:02 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","Status Call","10036","MANHATTAN",40.7587366262525,-73.992398114497,2015,8
"1295978","08/24/2015 08:18:46 PM","DHS","Operations Unit - Department of Homeless Services","Homeless Person Assistance","No Status Call","10021","MANHATTAN",40.7727845503892,-73.9647156215924,2015,8
"1296004","08/24/2015 08:13:03 PM","NYPD","New York City Police Department","Homeless Encampment","N/A","10002","MANHATTAN",40.7189094867339,-73.9845311461371,2015,8
